gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
Gfp_transgene_gene	Gfp_transgene_gene	0	0	0	0	0
HRA1	HRA1	0	0	0	0	0
snR18	snR18	403.217515117986	3293.31049721503	1713.19608826829	1121.13341273742	1070.7410716518
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	0	0	251.707464197063	0
tS(AGA)A	tS(AGA)A	185.481756121746	0	0	0	0
YAL001C	TFC3	29.9437146852149	32.0316129780781	53.978733580616	31.9452445491258	15.6021470505216
YAL002W	VPS8	17.6196695990752	13.0556980099242	34.807141708456	30.9230362373377	12.258036272191
YAL003W	EFB1	2706.76483759088	3200.19660630328	6969.89502554389	5060.14397446342	2962.58921147454
YAL004W	YAL004W	3.62394596673225	0	0	0	3.57724109708969
YAL005C	SSA1	6299.41069597914	4982.05928906739	10787.9436869123	8799.20977566017	4388.39489772227
YAL007C	ERP2	184.8212445845	205.22540445439	503.293609213824	245.745263775257	182.439296940274
YAL008W	FUN14	60.8016642168016	71.4571369411458	104.957220951284	41.6277487066665	15.9931100757
YAL009W	SPO7	45.494627679871	41.2801775057241	54.401176175008	29.2366908484049	14.0446533190558
YAL010C	MDM10	14.5748305951792	14.2068143340878	44.34272214112	40.9350085726877	13.1078130860356
YAL011W	SWC3	10.1824333488804	21.502205409549	34.488783870008	20.9788972082759	17.1293112230475
YAL012W	CYS3	434.77707968221	360.351667850343	865.059852718984	711.87347179345	404.602976853046
YAL013W	DEP1	13.2636129218065	27.1221001316665	54.86851993662	37.5497698284902	16.3968736020384
YAL014C	SYN8	43.503449049982	53.499535064503	123.041066990556	95.4212511785137	51.5683378033417
YAL015C	NTG1	21.9291044714389	18.4239950317877	44.726507236892	15.6285892466845	10.009368749244
YAL016C-A	YAL016C-A	0	0	0	0	0
YAL016C-B	YAL016C-B	0	0	0	0	0
YAL016W	TPD3	151.104625844642	141.633998264353	297.460560234188	205.145920237727	104.967038911036
YAL017W	PSK1	45.512079051051	43.1347782456495	82.209851358128	47.3721190265315	26.50580626049
YAL018C	LDS1	0	0	0	0	0
YAL019W	FUN30	56.6458648474233	51.4624460417568	114.801825588632	106.757191542703	45.9308110982563
YAL019W-A	YAL019W-A	0	0	0	0	0
YAL020C	ATS1	25.0448416087151	15.5166625481131	36.32329384502	25.7713830603611	4.12656297527949
YAL021C	CCR4	79.4219936206688	65.7127911360028	134.725620023644	107.845407109937	60.244617150515
YAL022C	FUN26	52.7596082945655	40.2671669800521	98.917217586772	72.4492865748558	33.5553951756258
YAL023C	PMT2	253.115275811651	230.640281536831	491.133873006088	372.934838821354	205.634385409001
YAL024C	LTE1	21.0328522988671	18.6903513115998	37.021474120384	30.7862733759811	19.5748881193497
YAL025C	MAK16	43.9168682786128	63.0378867594771	122.12421884728	121.273621341533	47.9767489686881
YAL026C	DRS2	54.9244241957899	63.4159244718357	125.195960308484	84.4291608566417	55.1043429917916
YAL026C-A	YAL026C-A	76.8576660638787	85.3416428547704	153.452068931616	95.495140486468	33.7177848794411
YAL027W	SAW1	30.9741635048969	27.2120573097158	56.623376634864	14.4769579466079	5.56350906376575
YAL028W	FRT2	12.2697879548995	8.72739728712091	21.565163325628	5.05480058808822	4.85573294278858
YAL029C	MYO4	72.5635820135251	61.6196980749805	130.405021862284	103.534945968252	56.8265030076927
YAL030W	SNC1	127.6455481602	182.317972939342	583.647344584876	176.658491412857	80.1133397121275
YAL031C	GIP4	32.1091114928342	28.6978114330558	53.743466310352	31.3873310459216	12.2227974222711
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	26.8638439691437	22.9437391525508	61.382285222752	35.0254185804021	26.5647272833177
YAL033W	POP5	63.7936343123526	64.3485116022034	133.897630919936	95.6404226197066	33.8255796766007
YAL034C	FUN19	29.1765800946784	23.5252624702141	67.308755815756	20.0250015242781	12.8249459369407
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	19.8336620000297	4.70505249404282	61.18977805018	15.3005496799932	14.7005087295892
YAL035W	FUN12	253.764933801938	252.698323485018	477.967791128412	486.41375672594	238.463444073126
YAL036C	RBG1	99.7879974297446	98.3684232505115	259.387738462892	159.768437914845	93.1900711153592
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	2.15685086040431	0	6.279337262744	0	0
YAL037W	YAL037W	10.9450593780019	13.1639555215257	24.652632599868	16.8824911252815	2.70332216709719
YAL038W	CDC19	7551.03201505353	7378.97174016004	16238.4094509442	14253.6047066251	8350.14111325127
YAL039C	CYC3	27.1071385565142	44.2779047263411	105.683487953732	33.4505738200938	16.0688516538877
YAL040C	CLN3	38.6921953586724	42.9852081997129	93.510111913556	60.3521773242074	41.5665703774377
YAL041W	CDC24	44.3148160697386	40.9532644748058	91.115940231732	68.8715091313375	36.6726978575733
YAL042C-A	YAL042C-A	0	0	0	0	0
YAL042W	ERV46	233.728475222552	213.377430826642	440.958801110984	278.795906461703	167.39408875229
YAL043C	PTA1	53.2731716005015	46.3586052270464	96.463884877048	64.7235808617369	33.8398874706846
YAL044C	GCV3	171.158245562917	310.569242172535	703.938368532308	258.132747133249	128.847186101293
YAL044W-A	YAL044W-A	60.9556176257619	52.6953085030558	255.848646456052	93.0661852352523	39.5883283214296
YAL045C	YAL045C	0	0	25.464730442892	0	0
YAL046C	AIM1	17.9645449256359	40.8940128515146	99.275230885324	82.4837312175359	70.2006655460472
YAL047C	SPC72	20.4725830021859	20.7208302423549	37.49243952532	20.0352561666981	14.1810364953593
YAL047W-A	YAL047W-A	0	0	0	0	0
YAL048C	GEM1	17.2114967227444	17.6135086928195	40.141057228792	24.6272093433625	9.46258541762615
YAL049C	AIM2	88.0659729971261	109.912325875999	200.89189807856	106.142853567857	41.99109553598
YAL051W	OAF1	23.4063301547268	29.2318049012229	61.874832501248	50.0550411942262	22.5915909717776
YAL053W	FLC2	92.48747544919	89.512392180637	186.981056185664	113.371719200313	53.6611156922054
YAL054C	ACS1	3.52840917641206	3.85456201186542	5.614453213824	3.63530965751054	0.872994732780508
YAL055W	PEX22	27.8056991212306	4.97804186629091	25.89601506596	9.51116396093004	9.13349282601947
YAL056C-A	YAL056C-A	0	0	0	0	0
YAL056W	GPB2	43.6221163818223	29.8661709352755	83.707002153424	54.3775060618875	27.1607761122074
YAL058W	CNE1	29.8613103236247	31.2798167763241	57.855688362628	54.8200846815153	35.9640750930121
YAL059C-A	YAL059C-A	0	0	0	0	0
YAL059W	ECM1	66.4751422123529	86.239136613863	163.843888169416	128.998581320124	76.5459338467058
YAL060W	BDH1	88.7250761486474	82.744026735969	192.431302098568	80.3691336665495	47.3787682990945
YAL061W	BDH2	48.0905797518862	21.7913287879662	122.428312801964	16.503507538188	7.92719312550829
YAL062W	GDH3	24.5409722861891	15.5718818985183	31.052179139228	40.1343240791745	18.5634724995657
YAL063C	FLO9	1.88248033137877	3.76810098009007	4.11102033342	2.97971547351592	0.490990634686036
