gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
Gfp_transgene_gene	Gfp_transgene_gene	0	0	0	0	0
HRA1	HRA1	0	0	0	0	0
snR18	snR18	399.434658117745	3332.21156995449	1729.28566885762	1110.89486284985	1069.0098434695
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	0	0	226.936067136067	0
tS(AGA)A	tS(AGA)A	181.743115245912	0	0	0	0
YAL001C	TFC3	28.924555188073	32.409975152764	54.4856780440161	32.5420733300855	15.5984086416384
YAL002W	VPS8	17.161491789158	13.622723654287	35.1340350294895	30.973258055981	11.7830327409123
YAL003W	EFB1	2435.09811915468	3222.08626682479	6989.93718725555	4426.88899546895	2676.10317501532
YAL004W	YAL004W	3.636189432069	0	3.84863875706261	0	3.58866280101647
YAL005C	SSA1	6113.49426630517	5577.96039887185	12183.8185135617	8391.56161571502	4188.23037694104
YAL007C	ERP2	167.264713913525	207.649557433934	508.020320348492	228.568541358035	157.901163956408
YAL008W	FUN14	56.956222892709	72.301199241172	105.942932807528	41.9167820727601	12.0379428334528
YAL009W	SPO7	39.921779567682	41.76778509442	54.9120880017204	26.4498565752036	14.0801291507235
YAL010C	MDM10	14.599846868822	14.374627326587	44.759169443447	41.0586208741929	13.1176469639373
YAL011W	SWC3	10.19746340224	21.756192691805	33.8718037904225	19.980079848112	17.1356571814072
YAL012W	CYS3	423.648896927704	364.608195290603	878.098844876558	680.874550031091	389.818468751942
YAL013W	DEP1	13.289840486535	27.442470432179	55.3838208895685	35.970835606452	16.4159356844695
YAL014C	SYN8	46.538574779116	56.980504740742	127.153676549937	83.9350659926161	48.829778243387
YAL015C	NTG1	20.282736169716	18.641622022694	45.1465588372734	13.9423015550501	10.0213633574629
YAL016C-A	YAL016C-A	0	0	0	0	0
YAL016C-B	YAL016C-B	0	0	0	0	0
YAL016W	TPD3	148.319121945663	142.416894521297	301.178037362335	200.488743879376	103.022445119151
YAL017W	PSK1	44.665563214403	44.030525354002	84.1845666521533	46.5254236521195	26.496859792202
YAL018C	LDS1	0	0	0	0	0
YAL019W	FUN30	54.547929738311	52.070328110449	115.879993583324	103.599749699158	44.8526891991049
YAL019W-A	YAL019W-A	0	0	0	0	0
YAL020C	ATS1	25.102794893105	15.699947672992	36.6644261752753	25.8815305461761	4.1335536006272
YAL021C	CCR4	78.035667607002	66.489000382959	137.344046847983	104.235531522214	58.0422212027367
YAL022C	FUN26	52.847320415276	40.74280872563	101.0208656362	70.0648678301779	33.5777109577505
YAL023C	PMT2	249.322624966181	234.818624107771	497.255506739889	367.79438716891	199.132318615694
YAL024C	LTE1	20.632976677216	18.911124527328	37.3691634232845	29.9649143007	19.1513291492011
YAL025C	MAK16	44.024319767619	63.782499638517	127.836753917029	119.423756566501	48.0696128503556
YAL026C	DRS2	54.533912831321	64.16500281092	126.371748052717	83.1695757415508	54.6423326171251
YAL026C-A	YAL026C-A	77.25223291879	86.349710980126	154.893170011326	96.6024209490534	33.9214231694655
YAL027W	SAW1	28.238357427758	27.533490172562	57.1551583273174	14.5516290787534	5.57737764013654
YAL028W	FRT2	11.060914997488	8.830486587439	21.7676938013849	5.06924975103693	4.85878663291585
YAL029C	MYO4	73.046507819313	62.701806602237	131.99740899613	101.998897072266	56.3990261377806
YAL030W	SNC1	128.452543598737	184.471539906577	589.12870254145	141.194662131453	71.7349535034686
YAL031C	GIP4	31.327204877768	29.03679424778	54.248201271621	30.6060473639334	12.2243763609277
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	25.125114753244	23.21475403456	63.6798372654653	33.3076177877247	23.0533200923287
YAL033W	POP5	64.053051013122	65.108605747933	135.155138287525	91.3170075345107	33.9715820254502
YAL034C	FUN19	25.985268392598	23.803146372148	67.9408898905342	18.4206205392056	9.62945050426622
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	19.884738811009	4.760629290714	61.7644454145089	12.8103846313672	14.7319803990546
YAL035W	FUN12	250.990631452149	257.287940109629	484.122211498984	480.984322259981	236.61207385534
YAL036C	RBG1	90.740908460137	101.246406481495	261.823793519563	156.569615625695	87.830903588475
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	2.161872677349	0	6.33831002744865	0	0
YAL037W	YAL037W	10.975402046993	13.319450113112	27.6490657954774	11.3120486403907	2.70978467568674
YAL038W	CDC19	7459.35991888712	7507.35657637297	16450.8145772744	13892.4738666862	8184.47001943648
YAL039C	CYC3	24.463580405976	44.800921875919	106.676020603657	33.6188213825964	13.4223109273785
YAL040C	CLN3	37.644753794223	43.492955855305	94.3883175485645	57.0873907261169	39.3976982236546
YAL041W	CDC24	44.370102623336	41.437010499236	92.6333275147955	66.7613121519472	35.9539606009933
YAL042C-A	YAL042C-A	0	0	0	0	0
YAL042W	ERV46	227.722016777482	215.897876721373	446.634919210747	279.769419286292	162.791173583356
YAL043C	PTA1	50.157871247652	46.906199966857	98.0964715949376	63.2205352338568	34.6301265774822
YAL044C	GCV3	166.817093467249	319.849120251584	716.373622450967	244.616275980097	124.448815397251
YAL044W-A	YAL044W-A	51.118237929205	53.317753291495	258.251463836609	73.2847696418147	29.9136949734095
YAL045C	YAL045C	0	0	25.7038839514192	0	0
YAL046C	AIM1	18.075565975737	41.377059032815	100.207580039193	74.2283966381378	53.0309374589158
YAL047C	SPC72	20.502888474474	20.965587758731	37.8445519665326	20.0858260624959	14.1863847710749
YAL047W-A	YAL047W-A	0	0	0	0	0
YAL048C	GEM1	17.236065730519	17.821562070455	40.5180443111899	25.6741040578303	9.46536423501821
YAL049C	AIM2	79.193524565552	111.210626594408	202.778586029231	106.723635339163	36.0883361651265
YAL051W	OAF1	22.26129509392	30.596995161667	62.9852211942121	49.5411380232525	22.5878505309845
YAL053W	FLC2	92.607991075303	90.569725833609	190.923243635508	109.49917335469	53.666320512455
YAL054C	ACS1	2.649930878237	3.900092670991	5.66718166481333	4.55454915978145	0.873171026981761
YAL055W	PEX22	27.915366417937	5.036843207253	26.1392190241294	4.79152740208321	9.17079204888797
YAL056C-A	YAL056C-A	0	0	0	0	0
YAL056W	GPB2	42.971309304035	30.21895456624	85.1332408780835	52.3066968098237	26.4638430198962
YAL058W	CNE1	29.91194030253	31.649298626363	59.6156900986295	52.3011127125197	34.7045165540518
YAL059C-A	YAL059C-A	0	0	0	0	0
YAL059W	ECM1	62.997562269567	87.257806108627	165.382637528871	126.015809232318	73.1373291999722
YAL060W	BDH1	87.130457803155	87.004604084838	194.238531838207	78.8378379695092	50.9548121030853
YAL061W	BDH2	48.18360311003	22.048731190101	125.103761078272	14.9048042199211	7.93586955644838
YAL062W	GDH3	7.2309928427	28.885668705575	50.4226467925703	19.3860573679006	5.7169617124907
YAL063C	FLO9	2.133393800014	3.869098491049	5.45386771144618	2.14518527537785	0.502888654859983
YAL063C-A	YAL063C-A	0	33.815106239211	35.0973984926936	0	0
