gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
Gfp_transgene_gene	Gfp_transgene_gene	0	0	0	0	0
HRA1	HRA1	0	0	0	0	0
snR18	snR18	2.14862767366431	20.1633991853444	10.0766656024427	5.79113677562746	5.81737436092399
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	0	0	1.01822364765398	0
tS(AGA)A	tS(AGA)A	1.01860533900819	0	0	0	0
YAL001C	TFC3	55.4785207698891	69.9282471559558	113.207507348524	60.4893401689076	30.2669295511101
YAL002W	VPS8	36.3465969214809	32.4555090177161	80.6067538911052	63.5727579389816	25.2461809456027
YAL003W	EFB1	597.876585184724	889.913928385993	1859.10122680754	1053.3414054671	664.703279790291
YAL004W	YAL004W	0.960226392986445	0	1.10095348843847	0	0.958715347638669
YAL005C	SSA1	6173.67938940385	6336.44616745582	13328.2358216841	8212.45105707343	4278.73129366307
YAL007C	ERP2	43.7034031047918	61.0320129364195	143.789340631262	57.8765752485902	41.7374722791492
YAL008W	FUN14	13.1870331133379	18.8307308872838	26.5712870631155	9.40522726833939	2.8196037576185
YAL009W	SPO7	13.5087348912228	15.8987138279995	20.1283153769535	8.67368311668692	4.81993646040396
YAL010C	MDM10	10.9295374495827	12.1050290513672	36.296954342301	29.7874470459835	9.93434661307079
YAL011W	SWC3	9.99391102198303	23.9851246579316	35.9597225566413	18.9764943926169	16.9892409762822
YAL012W	CYS3	243.611607826734	235.849024546156	546.978162853556	379.432426544779	226.769267713652
YAL013W	DEP1	7.89839006852271	18.3466921927289	35.6563109088238	20.7178545649345	9.86993607443197
YAL014C	SYN8	15.4213464518578	21.2398412795351	45.6428570006788	26.9543023094274	16.3690643187497
YAL015C	NTG1	11.8410255607466	12.2422779402836	28.5510519588992	7.88810517586402	5.91860660590366
YAL016C-A	YAL016C-A	0	0	0	0	0
YAL016C-B	YAL016C-B	0	0	0	0	0
YAL016W	TPD3	147.95895772673	159.816416797534	325.463357746217	193.824894494434	103.969476917463
YAL017W	PSK1	101.019420004315	112.021577344151	206.252499813419	101.975967950938	60.6256421968617
YAL018C	LDS1	0	0	0	0	0
YAL019W	FUN30	101.851745513754	109.369512997634	234.386908333793	187.466794641249	84.7244150195651
YAL019W-A	YAL019W-A	0	0	0	0	0
YAL020C	ATS1	11.7501646232999	8.26676969482691	18.5909443225412	11.7405183832475	1.95738085179225
YAL021C	CCR4	105.483443507498	101.101293621716	201.110929245507	136.547067567466	79.37158646309
YAL022C	FUN26	41.7855816445665	36.2384993788897	86.5265225516644	53.6882478963477	26.8586670015813
YAL023C	PMT2	302.921526195398	320.934750605843	654.459432040761	433.060912500824	244.759797028276
YAL024C	LTE1	49.5231383932511	51.0598325744402	97.1615269895145	69.7003173706211	46.5023692758077
YAL025C	MAK16	18.5240397352481	30.1898075847835	58.2684503508945	48.6977865267687	20.4617871304989
YAL026C	DRS2	123.242902065297	163.12075935799	309.371237055578	182.152521139763	124.926443283904
YAL026C-A	YAL026C-A	10.7514743198811	13.5186594910285	23.351991987197	13.0292805306815	4.77596278134021
YAL027W	SAW1	9.65431694029097	10.5891023913789	21.1676300882705	4.82135578632899	1.92904367548703
YAL028W	FRT2	8.95902054929017	8.0458118659024	19.0992618049216	3.9791344185576	3.98132099617162
YAL029C	MYO4	179.936308359037	173.746138917605	352.224400466663	243.495123184118	140.546760898038
YAL030W	SNC1	11.7285192741758	18.9472249221878	58.270043702504	12.4937899361437	6.62614883670905
YAL031C	GIP4	38.1167927665786	39.7428612948627	71.501430485639	36.0892115015667	15.0470479281479
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	13.7869717239223	14.3298181023865	37.8527520546563	17.712499341238	12.7974723421405
YAL033W	POP5	12.033211315906	13.7592853610548	27.5048301715433	16.6252749827001	6.45635471359401
YAL034C	FUN19	15.8079851660103	16.2891881700413	44.7729003012759	10.8599796870324	5.9262600708159
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	7.77419422884985	2.09370562793723	26.1582524251148	4.85370200734022	5.82675176708015
YAL035W	FUN12	411.881772832372	474.952581251182	860.606763592562	764.929529288018	392.809382406252
YAL036C	RBG1	48.2015626841221	60.4997211948947	150.661327756245	80.6010917617085	47.1992648409112
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	0.966492414987223	0	3.06956263481731	0	0
YAL037W	YAL037W	3.86775974360267	5.28008734058668	10.5549017963033	3.86327619849606	0.966059157081636
YAL038W	CDC19	5675.67217134211	6425.67186588289	13559.3175400237	10244.0283615147	6299.93676560287
YAL039C	CYC3	8.7068111682146	17.9366699676872	41.128284709821	11.5957016849847	4.83277181328519
YAL040C	CLN3	33.923247586581	44.088735711168	92.1395082596077	49.854985934566	35.9164743377282
YAL041W	CDC24	61.2990466600953	64.3972708914036	138.63255779227	89.384783956416	50.2504451734377
YAL042C-A	YAL042C-A	0	0	0	0	0
YAL042W	ERV46	139.33186902997	148.596839611903	296.028006227264	165.890351233943	100.764182037655
YAL043C	PTA1	63.2271716880722	66.5136329811877	133.953087980026	77.2321759654361	44.1619890861578
YAL044C	GCV3	30.4650877664208	65.7086892918682	141.721635052363	43.2934980553846	22.9923064300515
YAL044W-A	YAL044W-A	4.06968494370726	4.77499053794742	22.2721627001044	5.6542380031597	2.40926661978672
YAL045C	YAL045C	0	0	0.969729863715817	0	0
YAL046C	AIM1	1.68093093145758	4.32845935092531	10.0946954875087	6.6896514097264	4.98904196470827
YAL047C	SPC72	19.9857869311948	22.9894724803901	39.9617276858272	18.9745438860421	13.9896814914459
YAL047W-A	YAL047W-A	0	0	0	0	0
YAL048C	GEM1	18.0101405967658	20.947899866092	45.8629642369657	25.9985844458154	10.0056701213813
YAL049C	AIM2	24.9931507152806	39.481476340832	69.3247178603562	32.6412957282471	11.5220056535339
YAL051W	OAF1	38.2876905387598	59.1974885809228	117.349728061253	82.5753012778088	39.3018992456975
YAL053W	FLC2	116.41349982213	128.071853823736	259.985047408318	133.395496260726	68.2474754593594
YAL054C	ACS1	3.00588901506578	4.97655814003414	6.96370258108528	5.00678835364193	1.00199972095569
YAL055W	PEX22	5.58504332357332	1.13359365275764	5.66513815667775	0.929036193240263	1.856179395917
YAL056C-A	YAL056C-A	0	0	0	0	0
YAL056W	GPB2	61.3254147535982	48.5128851243941	131.612081692593	72.3426888009217	38.2071556432171
YAL058W	CNE1	22.8642625226203	27.2140051645939	49.3637191084644	38.7435119240126	26.8366622065952
YAL059C-A	YAL059C-A	0	0	0	0	0
YAL059W	ECM1	16.1291654657688	25.1309092815969	45.8683112460966	31.2671739133654	18.9433654647499
YAL060W	BDH1	48.2696217899201	54.2202973932438	116.566557550409	42.3266648753593	28.5574215745334
YAL061W	BDH2	29.6501283918137	15.2625348398664	83.3935296855482	8.8885112209581	4.94028170865535
YAL062W	GDH3	4.95676114850141	22.2740015988993	37.4421159283679	12.8784915626818	3.96456216769688
